split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,-2.315,-0.833,-0.282,5.131,10.293,,,,
test,Noxapater,3,,,2.797,1.189,-0.262,6.175,,6.277,-3.374,-0.267,5.739,7.682,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,5.588,-3.066,-2.631,5.859,7.112,,,,
test,Noxapater,3,,,1.165,0.806,-0.277,5.766,,6.277,-3.374,-0.267,6.604,9.359,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,-3.056,0.954,-0.279,6.740,9.865,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-3.056,0.954,-0.279,6.762,6.762,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,-2.315,-0.833,-0.282,5.936,7.511,,,,
test,Noxapater,3,,,4.173,1.498,-0.279,5.286,,6.277,-3.374,-0.267,5.307,6.272,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,-0.824,-0.489,-0.289,4.989,5.980,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,2.856,-3.415,-2.625,4.987,7.071,,,,
test,Noxapater,3,,,0.197,-2.775,-0.292,5.053,,-3.056,0.954,-0.279,4.949,4.949,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-2.315,-0.833,-0.282,4.943,6.053,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,-1.569,0.925,-0.282,4.883,10.161,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,-2.115,-3.527,-0.286,4.824,5.709,,,,
test,Noxapater,2,,,3.976,1.178,-2.627,3.238,,2.856,-3.415,-2.625,4.728,4.960,,,,
test,Noxapater,3,,,-2.115,-3.527,-0.286,0.817,,-3.056,0.954,-0.279,4.578,5.673,,,,
test,Noxapater,2,,,3.976,1.178,-2.627,3.238,,5.588,-3.066,-2.631,4.540,5.001,,,,
test,Noxapater,3,,,1.165,0.806,-0.277,5.766,,4.213,-2.552,-0.271,4.535,7.137,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-1.569,0.925,-0.282,4.506,5.506,,,,
test,Noxapater,3,,,-2.115,-3.527,-0.286,0.817,,-1.569,0.925,-0.282,4.485,4.610,,,,
test,Noxapater,2,,,2.856,-3.415,-2.625,0.106,,5.503,0.181,-2.627,4.466,6.784,,,,
test,Noxapater,3,,,-0.802,-2.741,-0.287,1.412,,-3.056,0.954,-0.279,4.328,4.493,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-0.824,-0.489,-0.289,4.305,4.523,,,,
test,Noxapater,3,,,3.968,0.188,-0.271,4.468,,6.277,-3.374,-0.267,4.245,4.972,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,-0.850,-1.704,-0.258,4.234,4.766,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-2.315,-0.833,-0.282,4.134,5.649,,,,
test,Noxapater,3,,,0.197,-2.775,-0.292,5.053,,-1.569,0.925,-0.282,4.100,4.100,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,-0.824,-0.489,-0.289,4.088,7.626,,,,
test,Noxapater,3,,,4.173,1.498,-0.279,5.286,,4.213,-2.552,-0.271,4.050,4.050,,,,
test,Noxapater,3,,,2.797,1.189,-0.262,6.175,,4.213,-2.552,-0.271,4.000,5.460,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,-0.802,-2.741,-0.287,3.894,7.061,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,4.006,-1.790,-2.638,3.894,5.080,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,5.503,0.181,-2.627,3.842,3.842,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-2.115,-3.527,-0.286,3.836,3.836,,,,
test,Noxapater,3,,,-0.802,-2.741,-0.287,1.412,,-1.569,0.925,-0.282,3.745,3.745,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,-0.802,-2.741,-0.287,3.718,4.278,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,-0.850,-1.704,-0.258,3.707,6.411,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,-0.824,-0.489,-0.289,3.703,8.763,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,-0.850,-1.704,-0.258,3.675,7.548,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,-0.802,-2.741,-0.287,3.611,5.924,,,,
test,Noxapater,2,,,4.041,-0.027,-2.639,0.514,,2.856,-3.415,-2.625,3.590,3.755,,,,
test,Noxapater,3,,,-3.056,0.954,-0.279,5.202,,-0.850,-1.704,-0.258,3.454,3.454,,,,
test,Noxapater,3,,,1.165,0.806,-0.277,5.766,,3.937,-1.244,-0.271,3.448,5.839,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-2.115,-3.527,-0.286,3.437,4.251,,,,
test,Noxapater,2,,,4.041,-0.027,-2.639,0.514,,5.588,-3.066,-2.631,3.410,3.796,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,1.242,-4.266,-0.277,3.387,4.241,,,,
test,Noxapater,2,,,-1.650,-0.942,-2.616,6.157,,0.709,1.454,-2.620,3.362,3.362,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-0.850,-1.704,-0.258,3.308,3.308,,,,
test,Noxapater,3,,,-2.115,-3.527,-0.286,0.817,,-0.824,-0.489,-0.289,3.300,3.300,,,,
test,Noxapater,2,,,5.588,-3.066,-2.631,1.888,,5.503,0.181,-2.627,3.248,6.825,,,,
test,Noxapater,3,,,0.197,-2.775,-0.292,5.053,,-2.315,-0.833,-0.282,3.175,4.243,,,,
test,Noxapater,3,,,3.937,-1.244,-0.271,1.821,,6.277,-3.374,-0.267,3.164,3.558,,,,
test,Noxapater,3,,,4.173,1.498,-0.279,5.286,,1.165,0.806,-0.277,3.087,3.087,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,0.197,-2.775,-0.292,3.012,6.061,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-0.824,-0.489,-0.289,2.999,4.119,,,,
test,Noxapater,2,,,3.976,1.178,-2.627,3.238,,4.006,-1.790,-2.638,2.969,2.969,,,,
test,Noxapater,3,,,3.968,0.188,-0.271,4.468,,1.165,0.806,-0.277,2.871,4.413,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,0.197,-2.775,-0.292,2.788,3.278,,,,
test,Noxapater,3,,,2.799,-1.258,-0.268,4.853,,2.682,-4.038,-0.274,2.783,2.783,,,,
test,Noxapater,2,,,2.856,-3.415,-2.625,0.106,,5.588,-3.066,-2.631,2.754,2.754,,,,
test,Noxapater,3,,,4.173,1.498,-0.279,5.286,,3.937,-1.244,-0.271,2.752,2.752,,,,
test,Noxapater,3,,,3.968,0.188,-0.271,4.468,,4.213,-2.552,-0.271,2.750,2.750,,,,
test,Noxapater,3,,,-1.569,0.925,-0.282,4.388,,-0.850,-1.704,-0.258,2.725,2.725,,,,
test,Noxapater,3,,,-2.115,-3.527,-0.286,0.817,,-2.315,-0.833,-0.282,2.701,2.701,,,,
test,Noxapater,3,,,2.797,1.189,-0.262,6.175,,3.937,-1.244,-0.271,2.688,4.162,,,,
test,Noxapater,3,,,-0.824,-0.489,-0.289,2.143,,-3.056,0.954,-0.279,2.658,2.658,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,4.041,-0.027,-2.639,2.627,3.318,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,0.197,-2.775,-0.292,2.622,4.924,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,-0.802,-2.741,-0.287,2.551,2.820,,,,
test,Noxapater,3,,,0.197,-2.775,-0.292,5.053,,-0.824,-0.489,-0.289,2.504,2.713,,,,
test,Noxapater,2,,,4.006,-1.790,-2.638,0.834,,5.503,0.181,-2.627,2.475,4.793,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-0.850,-1.704,-0.258,2.468,2.904,,,,
test,Noxapater,3,,,-0.802,-2.741,-0.287,1.412,,-2.315,-0.833,-0.282,2.434,3.782,,,,
test,Noxapater,3,,,0.197,-2.775,-0.292,5.053,,-2.115,-3.527,-0.286,2.431,2.431,,,,
test,Noxapater,3,,,2.792,-2.396,-0.281,6.165,,1.242,-4.266,-0.277,2.428,3.104,,,,
test,Noxapater,3,,,1.534,-2.342,-0.287,1.744,,-0.802,-2.741,-0.287,2.370,2.370,,,,
test,Noxapater,3,,,-0.802,-2.741,-0.287,1.412,,-0.824,-0.489,-0.289,2.252,2.252,,,,
test,Noxapater,3,,,4.213,-2.552,-0.271,2.168,,6.277,-3.374,-0.267,2.222,2.222,,,,
test,Noxapater,3,,,-2.115,-3.527,-0.286,0.817,,-0.850,-1.704,-0.258,2.219,2.219,,,,
test,Noxapater,2,,,1.886,1.476,-2.627,4.686,,3.976,1.178,-2.627,2.111,2.111,,,,
test,Noxapater,3,,,2.682,-4.038,-0.274,5.137,,1.534,-2.342,-0.287,2.048,3.403,,,,
test,Noxapater,2,,,4.006,-1.790,-2.638,0.834,,5.588,-3.066,-2.631,2.032,2.032,,,,
test,Noxapater,2,,,4.006,-1.790,-2.638,0.834,,2.856,-3.415,-2.625,1.991,1.991,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,1.534,-2.342,-0.287,1.945,1.945,,,,
test,Noxapater,3,,,-3.056,0.954,-0.279,5.202,,-2.315,-0.833,-0.282,1.935,3.396,,,,
test,Noxapater,3,,,-1.569,0.925,-0.282,4.388,,-2.315,-0.833,-0.282,1.909,1.909,,,,
test,Noxapater,2,,,-0.078,0.030,-2.622,0.063,,-1.650,-0.942,-2.616,1.848,4.989,,,,
test,Noxapater,2,,,3.976,1.178,-2.627,3.238,,5.503,0.181,-2.627,1.824,1.824,,,,
test,Noxapater,3,,,1.242,-4.266,-0.277,3.530,,0.197,-2.775,-0.292,1.821,1.821,,,,
test,Noxapater,2,,,4.041,-0.027,-2.639,0.514,,4.006,-1.790,-2.638,1.763,1.763,,,,
test,Noxapater,3,,,-2.315,-0.833,-0.282,1.782,,-0.850,-1.704,-0.258,1.704,2.745,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,-0.391,-7.147,2.369,5.345,16.371,,,,
test,McDade,2,,,-2.183,2.266,-0.343,2.438,,-2.031,-10.878,-0.358,13.145,13.173,,,,
test,McDade,3,,,0.131,-2.292,2.380,1.477,,-3.933,-10.575,2.362,9.227,11.022,,,,
test,McDade,3,,,0.131,-2.292,2.380,1.477,,-4.086,-11.022,2.356,9.695,11.472,,,,
test,McDade,2,,,2.166,-5.726,-0.350,1.576,,0.215,0.582,-0.328,6.603,11.527,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,2.068,-3.515,-0.349,6.834,8.693,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,2.166,-5.726,-0.350,5.611,6.481,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,0.171,-3.550,2.052,7.970,12.421,,,,
test,McDade,2,,,-2.026,-9.403,-0.362,4.206,,2.068,-3.515,-0.349,7.171,9.433,,,,
test,McDade,3,,,-1.848,1.696,2.391,4.529,,1.611,-5.567,2.430,8.045,9.390,,,,
test,McDade,2,,,-1.177,-3.394,-0.351,1.212,,0.881,-11.207,-0.320,8.079,11.033,,,,
test,McDade,2,,,0.215,0.582,-0.328,1.345,,0.881,-11.207,-0.320,11.808,17.085,,,,
test,McDade,2,,,-7.775,-4.051,-3.570,0.179,,-1.585,-6.216,-3.594,6.558,11.216,,,,
test,McDade,2,,,-2.026,-9.403,-0.362,4.206,,0.215,0.582,-0.328,10.233,12.095,,,,
test,McDade,2,,,-1.177,-3.394,-0.351,1.212,,-0.604,-10.092,-0.319,6.722,7.069,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,0.131,-2.292,2.380,8.934,11.121,,,,
test,McDade,3,,,-1.575,-2.166,2.380,4.573,,0.958,-8.810,2.375,7.111,10.206,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,-1.817,-1.731,-0.351,6.628,7.085,,,,
test,McDade,3,,,0.171,-3.550,2.052,0.252,,-1.451,-11.473,2.370,8.093,13.435,,,,
test,McDade,2,,,-1.877,-7.671,-0.356,4.113,,0.208,-1.662,-0.357,6.361,8.141,,,,
test,McDade,2,,,2.166,-5.726,-0.350,1.576,,-2.183,2.266,-0.343,9.098,11.278,,,,
test,McDade,3,,,0.832,-4.810,2.377,3.187,,-4.866,-11.969,2.347,9.150,15.086,,,,
test,McDade,2,,,-2.476,-1.294,-3.575,2.453,,-3.029,-6.835,-3.586,5.569,5.569,,,,
test,McDade,2,,,-1.177,-3.394,-0.351,1.212,,-2.183,2.266,-0.343,5.749,5.749,,,,
test,McDade,2,,,-2.198,1.214,-0.362,0.363,,-0.604,-10.092,-0.319,11.418,11.821,,,,
test,McDade,3,,,-1.720,-0.274,2.382,4.528,,-0.664,-8.745,2.376,8.537,10.480,,,,
test,McDade,2,,,-6.971,-5.669,-3.566,5.873,,-1.585,-6.216,-3.594,5.413,9.409,,,,
test,McDade,2,,,-2.183,2.266,-0.343,2.438,,-0.546,-10.080,-0.318,12.454,12.877,,,,
test,McDade,2,,,-1.284,-6.883,-0.508,4.460,,-1.817,-1.731,-0.351,5.182,5.224,,,,
test,McDade,3,,,0.648,-5.804,2.374,5.055,,-0.219,0.883,2.382,6.743,10.953,,,,
test,McDade,3,,,-1.720,-0.274,2.382,4.528,,1.611,-5.567,2.430,6.254,7.415,,,,
test,McDade,3,,,-1.848,1.696,2.391,4.529,,-0.381,-6.488,2.366,8.314,10.267,,,,
test,McDade,3,,,-3.238,-8.935,2.369,0.517,,-6.462,-13.657,2.347,5.718,5.767,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,-0.381,-6.488,2.366,5.668,15.805,,,,
test,McDade,3,,,-0.664,-8.745,2.376,5.097,,-6.462,-13.657,2.347,7.600,21.669,,,,
test,McDade,3,,,-0.219,0.883,2.382,3.013,,-2.601,-9.725,2.366,10.872,14.008,,,,
test,McDade,3,,,-1.848,1.696,2.391,4.529,,0.958,-8.810,2.375,10.874,14.078,,,,
test,McDade,2,,,-1.158,-5.606,-0.352,5.054,,-2.198,1.214,-0.362,6.899,6.899,,,,
test,McDade,3,,,-3.238,-8.935,2.369,0.517,,0.131,-2.292,2.380,7.448,9.029,,,,
test,McDade,3,,,1.611,-5.567,2.430,2.142,,-1.451,-11.473,2.370,6.653,15.941,,,,
test,McDade,2,,,-2.476,-1.294,-3.575,2.453,,0.289,-6.706,-3.612,6.078,7.344,,,,
test,McDade,2,,,-2.498,-0.349,-0.357,3.165,,0.681,-8.962,-0.320,9.181,12.099,,,,
test,McDade,3,,,0.274,-4.292,2.163,4.626,,-2.601,-9.725,2.366,6.150,12.061,,,,
test,McDade,3,,,-1.603,-5.460,2.364,2.492,,-1.451,-11.473,2.370,6.015,7.139,,,,
test,McDade,3,,,0.648,-5.804,2.374,5.055,,-4.086,-11.022,2.356,7.045,15.022,,,,
test,McDade,3,,,-1.609,-3.488,2.369,2.498,,0.958,-8.810,2.375,5.908,11.529,,,,
test,McDade,3,,,-0.381,-6.488,2.366,6.066,,-1.451,-11.473,2.370,5.098,16.818,,,,
test,McDade,2,,,-2.198,1.214,-0.362,0.363,,0.881,-11.207,-0.320,12.797,15.785,,,,
test,McDade,3,,,0.832,-4.810,2.377,3.187,,-3.933,-10.575,2.362,7.480,13.635,,,,
test,McDade,3,,,0.958,-8.810,2.375,0.474,,-6.462,-13.657,2.347,8.863,23.292,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,-2.498,-0.349,-0.357,7.939,7.939,,,,
test,McDade,3,,,0.274,-4.292,2.163,4.626,,-3.933,-10.575,2.362,7.565,13.039,,,,
test,McDade,2,,,-2.476,-1.294,-3.575,2.453,,-2.593,-8.238,-3.580,6.945,6.945,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,-1.603,-5.460,2.364,5.391,6.126,,,,
test,McDade,3,,,-1.575,-2.166,2.380,4.573,,-4.866,-11.969,2.347,10.341,10.762,,,,
test,McDade,2,,,-1.877,-7.671,-0.356,4.113,,-2.198,1.214,-0.362,8.891,9.086,,,,
test,McDade,2,,,0.213,0.544,-0.361,2.347,,0.681,-8.962,-0.320,9.518,14.793,,,,
test,McDade,2,,,-2.026,-9.403,-0.362,4.206,,-1.817,-1.731,-0.351,7.674,7.825,,,,
test,McDade,2,,,-4.650,-2.600,-3.579,3.905,,-2.653,-9.427,-3.560,7.113,8.819,,,,
test,McDade,3,,,0.832,-4.810,2.377,3.187,,-4.086,-11.022,2.356,7.923,14.085,,,,
test,McDade,2,,,-1.115,-4.591,-0.351,6.098,,-2.183,2.266,-0.343,6.940,6.948,,,,
test,McDade,3,,,-5.176,-9.455,1.777,4.422,,0.832,-4.810,2.377,7.617,13.734,,,,
test,McDade,3,,,-1.880,-7.500,2.371,1.909,,-4.866,-11.969,2.347,5.375,5.420,,,,
test,McDade,3,,,-1.575,-2.166,2.380,4.573,,-4.086,-11.022,2.356,9.205,9.761,,,,
test,McDade,3,,,-1.609,-3.488,2.369,2.498,,-1.451,-11.473,2.370,7.986,9.101,,,,
test,McDade,3,,,-0.219,0.883,2.382,3.013,,-4.866,-11.969,2.347,13.666,16.437,,,,
test,McDade,3,,,-1.720,-0.274,2.382,4.528,,0.958,-8.810,2.375,8.946,12.103,,,,
test,McDade,3,,,-3.238,-8.935,2.369,0.517,,-1.720,-0.274,2.382,8.792,9.203,,,,
test,McDade,2,,,-4.650,-2.600,-3.579,3.905,,0.289,-6.706,-3.612,6.423,8.035,,,,
test,McDade,3,,,-1.575,-2.166,2.380,4.573,,-0.391,-7.147,2.369,5.120,6.962,,,,
test,McDade,2,,,-6.775,-2.779,-3.577,4.149,,-3.029,-6.835,-3.586,5.521,8.368,,,,
test,McDade,2,,,-1.115,-4.591,-0.351,6.098,,-0.546,-10.080,-0.318,5.519,5.967,,,,
test,McDade,2,,,0.208,-1.662,-0.357,0.903,,0.681,-8.962,-0.320,7.316,12.587,,,,
test,McDade,2,,,0.213,0.544,-0.361,2.347,,0.881,-11.207,-0.320,11.770,17.046,,,,
test,McDade,2,,,2.166,-5.726,-0.350,1.576,,-2.031,-10.878,-0.358,6.645,8.670,,,,
test,McDade,3,,,-3.238,-8.935,2.369,0.517,,0.274,-4.292,2.163,5.826,11.046,,,,
test,McDade,3,,,-0.381,-6.488,2.366,6.066,,-4.866,-11.969,2.347,7.082,17.157,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,0.215,0.582,-0.328,9.372,11.355,,,,
test,McDade,2,,,-1.877,-7.671,-0.356,4.113,,0.215,0.582,-0.328,8.514,10.386,,,,
test,McDade,2,,,2.166,-5.726,-0.350,1.576,,-2.498,-0.349,-0.357,7.117,8.797,,,,
test,McDade,2,,,-1.158,-5.606,-0.352,5.054,,-2.183,2.266,-0.343,7.939,7.951,,,,
test,McDade,3,,,-3.238,-8.935,2.369,0.517,,0.171,-3.550,2.052,6.381,10.330,,,,
test,McDade,2,,,-1.115,-4.591,-0.351,6.098,,0.215,0.582,-0.328,5.342,7.215,,,,
test,McDade,3,,,0.274,-4.292,2.163,4.626,,-4.866,-11.969,2.347,9.241,14.489,,,,
test,McDade,3,,,0.832,-4.810,2.377,3.187,,-2.601,-9.725,2.366,5.995,12.658,,,,
test,McDade,2,,,0.213,0.544,-0.361,2.347,,-2.031,-10.878,-0.358,11.640,13.505,,,,
test,McDade,2,,,-2.198,1.214,-0.362,0.363,,-0.546,-10.080,-0.318,11.415,11.880,,,,
test,McDade,2,,,-1.284,-6.883,-0.508,4.460,,-2.498,-0.349,-0.357,6.647,6.764,,,,
test,McDade,3,,,-0.664,-8.745,2.376,5.097,,-0.219,0.883,2.382,9.638,14.276,,,,
test,McDade,3,,,0.131,-2.292,2.380,1.477,,-2.601,-9.725,2.366,7.919,10.045,,,,
test,McDade,3,,,-3.974,-9.511,2.371,0.793,,-1.848,1.696,2.391,11.407,12.100,,,,
test,McDade,3,,,-1.848,1.696,2.391,4.529,,0.832,-4.810,2.377,7.036,8.195,,,,
test,McDade,3,,,0.171,-3.550,2.052,0.252,,-3.933,-10.575,2.362,8.142,12.323,,,,
test,McDade,3,,,0.274,-4.292,2.163,4.626,,-6.462,-13.657,2.347,11.538,16.813,,,,
test,McDade,2,,,-2.742,-2.518,-3.581,3.419,,-2.613,-10.046,-3.555,7.529,7.529,,,,
test,McDade,3,,,1.611,-5.567,2.430,2.142,,-6.462,-13.657,2.347,11.430,18.604,,,,
test,McDade,3,,,-1.609,-3.488,2.369,2.498,,-2.601,-9.725,2.366,6.315,7.012,,,,
test,McDade,3,,,1.611,-5.567,2.430,2.142,,-3.933,-10.575,2.362,7.472,14.830,,,,
test,McDade,2,,,-2.829,-8.282,-0.357,4.729,,-1.177,-3.394,-0.351,5.160,5.367,,,,
test,McDade,2,,,-2.498,-0.349,-0.357,3.165,,0.881,-11.207,-0.320,11.371,14.352,,,,
train,Hiteman,2,,,1.836,1.421,-3.422,2.941,,7.143,2.725,-3.394,5.464,5.473,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,5.692,2.509,-3.409,5.850,5.850,,,,
train,Hiteman,2,,,8.626,1.982,-3.400,3.582,,1.874,0.497,-3.418,6.913,8.056,,,,
train,Hiteman,0,,,9.508,3.655,-0.259,0.009,,4.653,0.247,-0.270,5.932,10.178,,,,
train,Hiteman,0,,,9.508,3.655,-0.259,0.009,,4.341,1.605,-0.276,5.559,8.784,,,,
train,Hiteman,2,,,1.836,1.421,-3.422,2.941,,7.855,0.480,-3.402,6.092,6.294,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,7.113,3.713,-3.466,7.646,10.406,,,,
train,Hiteman,4,,,5.552,1.751,2.549,1.608,,-0.522,-0.070,2.576,6.341,11.395,,,,
train,Hiteman,4,,,2.181,-0.065,2.526,3.385,,6.563,2.543,2.539,5.099,5.099,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,7.143,2.725,-3.394,7.741,8.441,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,7.113,3.713,-3.466,7.821,8.737,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,7.113,3.713,-3.466,7.531,7.611,,,,
train,Hiteman,4,,,-0.522,-0.070,2.576,1.542,,6.563,2.543,2.539,7.551,12.666,,,,
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,4.504,3.370,0.062,6.362,9.193,,,,
train,Hiteman,4,,,-0.433,4.001,2.590,6.065,,4.277,1.029,2.545,5.570,5.905,,,,
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,4.341,1.605,-0.276,5.877,7.389,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,7.113,3.713,-3.466,8.042,9.043,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,4.341,1.605,-0.276,5.938,9.109,,,,
train,Hiteman,0,,,8.812,3.655,-0.622,2.150,,4.653,0.247,-0.270,5.389,9.393,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,7.855,0.480,-3.402,8.654,9.292,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,7.855,0.480,-3.402,7.867,9.598,,,,
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,4.543,2.502,-0.273,5.948,8.308,,,,
train,Hiteman,0,,,9.508,3.655,-0.259,0.009,,4.504,3.370,0.062,5.022,10.589,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,4.562,2.320,-3.432,5.397,7.499,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,4.562,2.320,-3.432,5.135,6.136,,,,
train,Hiteman,4,,,5.552,1.751,2.549,1.608,,-0.570,1.816,2.580,6.122,9.512,,,,
train,Hiteman,4,,,-0.433,4.001,2.590,6.065,,5.689,1.700,2.529,6.541,7.426,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,4.562,2.320,-3.432,5.153,5.830,,,,
train,Hiteman,0,,,9.834,2.167,-0.263,0.209,,4.543,2.502,-0.273,5.301,6.441,,,,
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,4.518,3.111,-0.114,6.222,8.914,,,,
train,Hiteman,4,,,4.239,1.075,2.566,1.976,,-0.433,4.001,2.590,5.513,5.846,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,5.692,2.509,-3.409,6.422,8.644,,,,
train,Hiteman,4,,,-0.570,1.816,2.580,0.623,,5.689,1.700,2.529,6.261,9.615,,,,
train,Hiteman,4,,,-0.433,4.001,2.590,6.065,,6.563,2.543,2.539,7.146,8.595,,,,
train,Hiteman,2,,,2.085,4.042,-3.418,3.338,,7.143,2.725,-3.394,5.226,5.674,,,,
train,Hiteman,4,,,-0.522,-0.070,2.576,1.542,,5.689,1.700,2.529,6.459,11.497,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,4.543,2.502,-0.273,5.501,10.028,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,4.518,3.111,-0.114,5.450,10.634,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,4.653,0.247,-0.270,6.259,10.502,,,,
train,Hiteman,2,,,1.213,2.940,-3.422,5.235,,7.143,2.725,-3.394,5.933,6.018,,,,
train,Hiteman,4,,,5.552,1.751,2.549,1.608,,-0.433,4.001,2.590,6.394,7.323,,,,
train,Hiteman,2,,,7.855,0.480,-3.402,3.011,,1.874,0.497,-3.418,5.981,7.218,,,,
train,Hiteman,4,,,6.565,2.379,2.552,4.867,,1.221,3.983,2.587,5.580,6.859,,,,
train,Hiteman,2,,,1.213,2.940,-3.422,5.235,,8.626,1.982,-3.400,7.474,7.677,,,,
train,Hiteman,2,,,7.143,2.725,-3.394,4.748,,1.874,0.497,-3.418,5.721,6.398,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,8.626,1.982,-3.400,9.224,10.100,,,,
train,Hiteman,2,,,1.213,2.940,-3.422,5.235,,7.113,3.713,-3.466,5.951,6.313,,,,
train,Hiteman,2,,,3.038,3.065,-3.417,2.712,,7.855,0.480,-3.402,5.467,5.924,,,,
train,Hiteman,4,,,-0.570,1.816,2.580,0.623,,6.563,2.543,2.539,7.169,10.783,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,7.143,2.725,-3.394,7.656,8.748,,,,
train,Hiteman,2,,,1.836,1.421,-3.422,2.941,,7.113,3.713,-3.466,5.754,5.754,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,7.143,2.725,-3.394,7.792,10.111,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,4.795,0.829,-3.412,6.259,7.880,,,,
train,Hiteman,2,,,2.085,4.042,-3.418,3.338,,7.855,0.480,-3.402,6.781,7.284,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,5.692,2.509,-3.409,6.284,6.975,,,,
train,Hiteman,2,,,2.085,4.042,-3.418,3.338,,8.626,1.982,-3.400,6.857,7.332,,,,
train,Hiteman,2,,,2.085,4.042,-3.418,3.338,,7.113,3.713,-3.466,5.039,5.968,,,,
train,Hiteman,2,,,1.836,1.421,-3.422,2.941,,8.626,1.982,-3.400,6.812,7.132,,,,
